Ticker,Company,Sector
RDFN,REDFIN CORP,Real Estate
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Financials
SASR,SANDY SPRING BANCORP INC,Financials
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples
HNI,HNI CORP,Industrials
INVA,INNOVIVA INC,Health Care
SOUN,SOUNDHOUND AI INC CLASS A,Information Technology
CHEF,CHEFS WAREHOUSE INC,Consumer Staples
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials
FA,FIRST ADVANTAGE CORP,Industrials
REPL,REPLIMUNE GROUP INC,Health Care
ZIP,ZIPRECRUITER INC CLASS A,Communication
LADR,LADDER CAPITAL CORP CLASS A,Financials
HSKA,HESKA CORP,Health Care
ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care
WMK,WEIS MARKETS INC,Consumer Staples
BRZE,BRAZE INC CLASS A,Information Technology
OBK,ORIGIN BANCORP INC,Financials
MED,MEDIFAST INC,Consumer Staples
FIGS,FIGS INC CLASS A,Health Care
GNL,GLOBAL NET LEASE INC,Real Estate
ATEC,ALPHATEC HOLDNGS INC,Health Care
AMLX,AMYLYX PHARMACEUTICALS INC,Health Care
COMP,COMPASS INC CLASS A,Real Estate
ECPG,ENCORE CAPITAL GROUP INC,Financials
INFN,INFINERA CORP,Information Technology
PRO,PROS HOLDINGS INC,Information Technology
BUSE,FIRST BUSEY CORP,Financials
TVTX,TRAVERE THERAPEUTICS INC,Health Care
UEC,URANIUM ENERGY CORP,Energy
RGNX,REGENXBIO INC,Health Care
RC,READY CAPITAL CORP,Financials
SAVA,CASSAVA SCIENCES INC,Health Care
CLB,CORE LABORATORIES NV,Energy
OM,OUTSET MEDICAL INC,Health Care
CHCO,CITY HOLDING,Financials
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care
PYCR,PAYCOR HCM INC,Industrials
CLNE,CLEAN ENERGY FUELS CORP,Energy
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials
NBR,NABORS INDUSTRIES LTD,Energy
ROIV,ROIVANT SCIENCES LTD,Health Care
AMSF,AMERISAFE INC,Financials
CNA,CNA FINANCIAL CORP,Financials
CCF,CHASE CORP,Materials
DDD,3D SYSTEMS CORP,Industrials
PLTK,PLAYTIKA HOLDING CORP,Communication
MFA,MFA FINANCIAL INC,Financials
BKU,BANKUNITED INC,Financials
TGI,TRIUMPH GROUP INC,Industrials
PLAB,PHOTRONICS INC,Information Technology
DSEY,DIVERSEY HOLDINGS LTD,Materials
BHE,BENCHMARK ELECTRONICS INC,Information Technology
DNUT,KRISPY KREME INC,Consumer Discretionary
MYE,MYERS INDUSTRIES INC,Materials
BGS,B AND G FOODS INC,Consumer Staples
TBBK,BANCORP INC,Financials
NVRO,NEVRO CORP,Health Care
CYRX,CRYOPORT INC,Health Care
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials
STEL,STELLAR BANCORP INC,Financials
BHVN,BIOHAVEN LTD,Health Care
FSR,FISKER INC CLASS A,Consumer Discretionary
DNOW,NOW INC,Industrials
CSR,CENTERSPACE,Real Estate
CWENA,CLEARWAY ENERGY INC CLASS A,Utilities
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary
ROCC,RANGER OIL CORP CLASS A,Energy
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary
RLAY,RELAY THERAPEUTICS INC,Health Care
PLL,PIEDMONT LITHIUM INC,Materials
SPTN,SPARTANNASH,Consumer Staples
UNIT,UNITI GROUP INC,Real Estate
SAFE,SAFEHOLD INC,Real Estate
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care
APOG,APOGEE ENTERPRISES INC,Industrials
AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate
UPWK,UPWORK INC,Industrials
ADEA,ADEIA INC,Information Technology
FMNB,FARMERS NATIONAL BANC CORP,Financials
FRG,FRANCHISE GROUP INC,Consumer Discretionary
DDS,DILLARDS INC CLASS A,Consumer Discretionary
NTST,NETSTREIT CORP,Real Estate
KDNY,CHINOOK THERAPEUTICS INC,Health Care
BROS,DUTCH BROS INC CLASS A,Consumer Discretionary
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care
NUVL,NUVALENT INC CLASS A,Health Care
NWBI,NORTHWEST BANCSHARES INC,Financials
COGT,COGENT BIOSCIENCES INC,Health Care
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology
MGI,MONEYGRAM INTERNATIONAL INC,Financials
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology
ATEN,A10 NETWORKS INC,Information Technology
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials
VTYX,VENTYX BIOSCIENCES INC,Health Care
ORIC,ORIC PHARMACEUTICALS INC,Health Care
GBX,GREENBRIER INC,Industrials
LPG,DORIAN LPG LTD,Energy
COUR,COURSERA INC,Consumer Discretionary
DJCO,DAILY JOURNAL CORP,Communication
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication
MODN,MODEL N INC,Information Technology
CRK,COMSTOCK RESOURCES INC,Energy
FLNC,FLUENCE ENERGY INC CLASS A,Industrials
SEB,SEABOARD CORP,Consumer Staples
FCEL,FUELCELL ENERGY INC,Industrials
ASIX,ADVANSIX INC,Materials
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials
PNT,POINT BIOPHARMA GLOBAL INC,Health Care
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication
FBK,FB FINANCIAL CORP,Financials
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary
PLRX,PLIANT THERAPEUTICS INC,Health Care
LPRO,OPEN LENDING CORP CLASS A,Financials
EVBG,EVERBRIDGE INC,Information Technology
CDE,COEUR MINING INC,Materials
ATSG,AIR TRANSPORT SERVICES GROUP INC,Industrials
NMRK,NEWMARK GROUP INC CLASS A,Real Estate
CAL,CALERES INC,Consumer Discretionary
QCRH,QCR HOLDINGS INC,Financials
CXM,SPRINKLR INC CLASS A,Information Technology
AMWD,AMERICAN WOODMARK CORP,Industrials
YEXT,YEXT INC,Information Technology
CBAY,CYMABAY THERAPEUTICS INC,Health Care
CRNC,CERENCE INC,Information Technology
CMPR,CIMPRESS PLC,Industrials
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary
TTGT,TECHTARGET INC,Communication
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy
SOVO,SOVOS BRANDS INC,Consumer Staples
TGLS,TECNOGLASS INC,Industrials
RUM,RUMBLE INC CLASS A,Communication
AKR,ACADIA REALTY TRUST REIT,Real Estate
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials
PRM,PERIMETER SOLUTIONS SA,Materials
DENN,DENNYS CORP,Consumer Discretionary
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology
DCGO,DOCGO INC,Health Care
OLO,OLO INC CLASS A,Information Technology
MCY,MERCURY GENERAL CORP,Financials
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary
MATV,MATIV HOLDINGS INC,Materials
LC,LENDINGCLUB CORP,Financials
CLDT,CHATHAM LODGING TRUST REIT,Real Estate
EBIX,EBIX INC,Information Technology
SLCA,US SILICA HOLDINGS INC,Energy
BANR,BANNER CORP,Financials
SIBN,SI BONE INC,Health Care
HROW,HARROW HEALTH INC,Health Care
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples
WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary
CRAI,CRA INTERNATIONAL INC,Industrials
KURA,KURA ONCOLOGY INC,Health Care
CRSR,CORSAIR GAMING INC,Information Technology
UTL,UNITIL CORP,Utilities
PAYO,PAYONEER GLOBAL INC,Financials
LBAI,LAKELAND BANCORP INC,Financials
OCFC,OCEANFIRST FINANCIAL CORP,Financials
ATEX,ANTERIX INC,Communication
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials
PRLB,PROTO LABS INC,Industrials
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate
BKD,BROOKDALE SENIOR LIVING INC,Health Care
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care
AHCO,ADAPTHEALTH CORP,Health Care
ARDX,ARDELYX INC,Health Care
BHLB,BERKSHIRE HILLS BANCORP INC,Financials
COMM,COMMSCOPE HOLDING INC,Information Technology
IRBT,IROBOT CORP,Consumer Discretionary
ATRI,ATRION CORP,Health Care
PCT,PURECYCLE TECHNOLOGIES INC,Materials
RGR,STURM RUGER INC,Consumer Discretionary
OFG,OFG BANCORP,Financials
PGRE,PARAMOUNT GROUP REIT INC,Real Estate
GOGO,GOGO INC,Communication
NIC,NICOLET BANKSHARES INC,Financials
AMWL,AMERICAN WELL CORP CLASS A,Health Care
ASTE,ASTEC INDUSTRIES INC,Industrials
RDVT,RED VIOLET INC,Industrials
SHYF,SHYFT GROUP INC,Industrials
NRC,NATIONAL RESEARCH CORP,Health Care
PRAA,PRA GROUP INC,Financials
IIIN,INSTEEL INDUSTRIES INC,Industrials
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials
TELL,TELLURIAN INC,Energy
RNA,AVIDITY BIOSCIENCES INC,Health Care
PPC,PILGRIMS PRIDE CORP,Consumer Staples
HWKN,HAWKINS INC,Materials
SLP,SIMULATIONS PLUS INC,Health Care
NBN,NORTHEAST BANK,Financials
CRMT,AMERICAS CAR MART INC,Consumer Discretionary
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care
SCSC,SCANSOURCE INC,Information Technology
DRQ,DRIL QUIP INC,Energy
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Real Estate
SAFT,SAFETY INSURANCE GROUP INC,Financials
OFIX,ORTHOFIX MEDICAL INC,Health Care
VTLE,VITAL ENERGY INC,Energy
SPWR,SUNPOWER CORP,Industrials
VREX,VAREX IMAGING CORP,Health Care
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology
TRUP,TRUPANION INC,Financials
VTOL,BRISTOW GROUP INC,Energy
LOB,LIVE OAK BANCSHARES INC,Financials
CAC,CAMDEN NATIONAL CORP,Financials
REX,REX AMERICAN RESOURCES CORP,Energy
AVID,AVID TECHNOLOGY INC,Information Technology
BKE,BUCKLE INC,Consumer Discretionary
SAL,SALISBURY BANCORP INC,Financials
ORC,ORCHID ISLAND CAPITAL INC,Financials
BJRI,BJS RESTAURANTS INC,Consumer Discretionary
CTIC,CTI BIOPHARMA CORP,Health Care
AORT,ARTIVION INC,Health Care
PACW,PACWEST BANCORP,Financials
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials
OSTK,OVERSTOCK COM INC,Consumer Discretionary
MMI,MARCUS & MILLICHAP INC,Real Estate
LXRX,LEXICON PHARMACEUTICALS INC,Health Care
RPT,RPT REALTY,Real Estate
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,Materials
PL,PLANET LABS CLASS A,Industrials
IDYA,IDEAYA BIOSCIENCES INC,Health Care
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate
NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology
FBMS,FIRST BANCSHARES INC,Financials
IIIV,I3 VERTICALS INC CLASS A,Financials
SRCE,1ST SOURCE CORP,Financials
OSG,OVERSEAS SHIPHOLDING GROUP INC CLA,Energy
QURE,UNIQURE NV,Health Care
WW,WW INTERNATIONAL INC,Consumer Discretionary
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate
TALO,TALOS ENERGY INC,Energy
TWST,TWIST BIOSCIENCE CORP,Health Care
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary
MLAB,MESA LABORATORIES INC,Health Care
UI,UBIQUITI INC,Information Technology
JAMF,JAMF HOLDING CORP,Information Technology
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary
DCPH,DECIPHERA PHARMACEUTICALS INC,Health Care
GABC,GERMAN AMERICAN BANCORP INC,Financials
FORG,FORGEROCK INC CLASS A,Information Technology
SPNT,SIRIUSPOINT LTD,Financials
TRNS,TRANSCAT INC,Industrials
ALDX,ALDEYRA THERAPEUTICS INC,Health Care
NVEC,NVE CORP,Information Technology
MRC,MRC GLOBAL INC,Industrials
AMRK,A MARK PRECIOUS METALS INC,Financials
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care
RUTH,RUTHS HOSPITALITY GROUP INC,Consumer Discretionary
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary
ME,23ANDME HOLDING CLASS A,Health Care
EIG,EMPLOYERS HOLDINGS INC,Financials
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology
CVT,CVENT HOLDING CORP,Information Technology
NHC,NATIONAL HEALTHCARE CORP,Health Care
UMH,UMH PROPERTIES INC,Real Estate
VERX,VERTEX INC CLASS A,Information Technology
BATRA,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication
PX,P10 INC CLASS A,Financials
NX,QUANEX BUILDING PRODUCTS CORP,Industrials
SXC,SUNCOKE ENERGY INC,Materials
HSC,HARSCO CORP,Industrials
AEHR,AEHR TEST SYSTEMS,Information Technology
HIBB,HIBBETT INC,Consumer Discretionary
SPFI,SOUTH PLAINS FINANCIAL INC,Financials
CTKB,CYTEK BIOSCIENCES INC,Health Care
ICHR,ICHOR HOLDINGS LTD,Information Technology
HOUS,ANYWHERE REAL ESTATE INC,Real Estate
HCAT,HEALTH CATALYST INC,Health Care
THRY,THRYV HOLDINGS INC,Communication
CFB,CROSSFIRST BANKSHARES INC,Financials
PWSC,POWERSCHOOL HOLDINGS INC CLASS A,Information Technology
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate
BBSI,BARRETT BUSINESS SERVICES INC,Industrials
DCOM,DIME COMMUNITY BANCSHARES INC,Financials
HTLD,HEARTLAND EXPRESS INC,Industrials
GPRE,GREEN PLAINS INC,Energy
LMND,LEMONADE INC,Financials
GSAT,GLOBALSTAR VOTING INC,Communication
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Communication
SATS,ECHOSTAR CORP CLASS A,Communication
BXC,BLUELINX HOLDINGS INC,Industrials
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate
CNXN,PC CONNECTION INC,Information Technology
LXFR,LUXFER HOLDINGS PLC,Industrials
MBIN,MERCHANTS BANCORP,Financials
SYM,SYMBOTIC CORP CLASS A,Industrials
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary
TFSL,TFS FINANCIAL CORP,Financials
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care
WABC,WESTAMERICA BANCORPORATION,Financials
MODV,MODIVCARE INC,Health Care
ACT,ENACT HOLDINGS INC,Financials
FLGT,FULGENT GENETICS INC,Health Care
USNA,USANA HEALTH SCIENCES INC,Consumer Staples
NWFL,NORWOOD FINANCIAL CORP,Financials
KIDS,ORTHOPEDIATRICS CORP,Health Care
XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary
FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary
VERV,VERVE THERAPEUTICS INC,Health Care
PEBO,PEOPLES BANCORP INC,Financials
ALEC,ALECTOR INC,Health Care
VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials
RRBI,RED RIVER BANCSHARES INC,Financials
OVBC,OHIO VALLEY BANC CORP,Financials
STGW,STAGWELL INC CLASS A,Communication
LAND,GLADSTONE LAND REIT CORP,Real Estate
ARLO,ARLO TECHNOLOGIES INC,Information Technology
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples
HOPE,HOPE BANCORP INC,Financials
FOR,FORESTAR GROUP INC,Real Estate
EFC,ELLINGTON FINANCIAL INC,Financials
ADTN,ADTRAN HOLDINGS INC,Information Technology
STC,STEWART INFO SERVICES CORP,Financials
IDT,IDT CORP CLASS B,Communication
DLX,DELUXE CORP,Industrials
SCS,STEELCASE INC CLASS A,Industrials
TMP,TOMPKINS FINANCIAL CORP,Financials
GDOT,GREEN DOT CORP CLASS A,Financials
YORW,YORK WATER,Utilities
CVI,CVR ENERGY INC,Energy
SCPL,SCIPLAY CLASS A CORP,Communication
CEVA,CEVA INC,Information Technology
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care
MIRM,MIRUM PHARMACEUTICALS INC,Health Care
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary
ENTA,ENANTA PHARMACEUTICALS INC,Health Care
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials
CSTL,CASTLE BIOSCIENCES INC,Health Care
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate
GNK,GENCO SHIPPING AND TRADING LTD,Industrials
SG,SWEETGREEN INC CLASS A,Consumer Discretionary
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials
MTW,MANITOWOC INC,Industrials
FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials
EDIT,EDITAS MEDICINE INC,Health Care
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary
INFA,INFORMATICA INC CLASS A,Information Technology
CHS,CHICOS FAS INC,Consumer Discretionary
BRMK,BROADMARK REALTY CAPITAL INC,Financials
CTBI,COMMUNITY TRUST BANCORP INC,Financials
ECVT,ECOVYST INC,Materials
MCW,MISTER CAR WASH INC,Consumer Discretionary
CHUY,CHUYS HOLDINGS INC,Consumer Discretionary
BLBD,BLUE BIRD CORP,Industrials
GEFB,GREIF INC CLASS B,Materials
GTN,GRAY TELEVISION INC,Communication
SP,SP PLUS CORP,Industrials
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate
RWT,REDWOOD TRUST REIT INC,Financials
BANC,BANC OF CALIFORNIA INC,Financials
HMN,HORACE MANN EDUCATORS CORP,Financials
GES,GUESS INC,Consumer Discretionary
DSKE,DASEKE INC,Industrials
BYND,BEYOND MEAT INC,Consumer Staples
TMST,TIMKENSTEEL CORP,Materials
BFC,BANK FIRST CORP,Financials
VEL,VELOCITY FINANCIAL INC,Financials
RAPT,RAPT THERAPEUTICS INC,Health Care
TBI,TRUEBLUE INC,Industrials
KNTK,KINETIK HOLDINGS INC CLASS A,Energy
IAS,INTEGRAL AD SCIENCE HOLDING CORP,Communication
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary
ATRO,ASTRONICS CORP,Industrials
BLFS,BIOLIFE SOLUTIONS INC,Health Care
WRLD,WORLD ACCEPTANCE CORP,Financials
MITK,MITEK SYSTEMS INC,Information Technology
STEM,STEM INC,Industrials
ARKO,ARKO,Consumer Discretionary
CLPT,CLEARPOINT NEURO INC,Health Care
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication
FC,FRANKLIN COVEY,Industrials
PUBM,PUBMATIC INC CLASS A,Communication
RILY,B RILEY FINANCIAL INC,Financials
HSTM,HEALTHSTREAM INC,Health Care
NGS,NATURAL GAS SERVICES GROUP INC,Energy
CNDT,CONDUENT INC,Industrials
INBX,INHIBRX INC,Health Care
OPK,OPKO HEALTH INC,Health Care
PFC,PREMIER FINANCIAL CORP,Financials
PUMP,PROPETRO HOLDING CORP,Energy
TITN,TITAN MACHINERY INC,Industrials
ACCD,ACCOLADE INC,Health Care
CBFV,CB FINANCIAL SERVICES INC,Financials
SBSI,SOUTHSIDE BANCSHARES INC,Financials
QTRX,QUANTERIX CORP,Health Care
EE,EXCELERATE ENERGY INC CLASS A,Energy
AVO,MISSION PRODUCE INC,Consumer Staples
CVGW,CALAVO GROWERS INC,Consumer Staples
NEXT,NEXTDECADE CORP,Energy
SANA,SANA BIOTECHNOLOGY INC,Health Care
RYI,RYERSON HOLDING CORP,Materials
LWLG,LIGHTWAVE LOGIC INC,Information Technology
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication
VMEO,VIMEO INC,Communication
AMBC,AMBAC FINANCIAL GROUP INC,Financials
PDLB,PONCE FINANCIAL GROUP INC,Financials
GIII,G III APPAREL GROUP LTD,Consumer Discretionary
JBI,JANUS INTERNATIONAL GROUP INC,Industrials
LFST,LIFESTANCE HEALTH GROUP INC,Health Care
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials
CBAN,COLONY BANKCORP INC,Financials
RES,RPC INC,Energy
AMK,ASSETMARK FINANCIAL HOLDINGS INC,Financials
MXCT,MAXCYTE INC,Health Care
KAMN,KAMAN CORP,Industrials
RPAY,REPAY HOLDINGS CORP CLASS A,Financials
EHAB,ENHABIT INC,Health Care
AGTI,AGILITI INC,Health Care
EB,EVENTBRITE CLASS A INC,Communication
UVSP,UNIVEST FINANCIAL CORP,Financials
WASH,WASHINGTON TRUST BANCORP INC,Financials
LXU,LSB INDUSTRIES INC,Materials
FMBH,FIRST MID BANCSHARES INC,Financials
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate
HGTY,HAGERTY INC CLASS A,Financials
TTEC,TTEC HOLDINGS INC,Industrials
MRSN,MERSANA THERAPEUTICS INC,Health Care
INTA,INTAPP INC,Information Technology
UDMY,UDEMY INC,Consumer Discretionary
BZH,BEAZER HOMES INC,Consumer Discretionary
VTNR,VERTEX ENERGY INC,Energy
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary
MVIS,MICROVISION INC,Information Technology
NVAX,NOVAVAX INC,Health Care
HCCI,HERITAGE CRYSTAL INC,Industrials
ORGN,ORIGIN MATERIALS INC CLASS A,Materials
EWCZ,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary
DYN,DYNE THERAPEUTICS INC,Health Care
HTBK,HERITAGE COMMERCE CORP,Financials
PRTK,PARATEK PHARMACEUTICALS INC,Health Care
WT,WISDOMTREE INC,Financials
GTX,GARRETT MOTION INC,Consumer Discretionary
VZIO,VIZIO HOLDING CORP CLASS A,Consumer Discretionary
ATUS,ALTICE USA INC CLASS A,Communication
KOP,KOPPERS HOLDINGS INC,Materials
MTTR,MATTERPORT INC CLASS A,Information Technology
LASR,NLIGHT INC,Information Technology
AVIR,ATEA PHARMACEUTICALS INC,Health Care
CLW,CLEARWATER PAPER CORP,Materials
INDT,INDUS REALTY TRUST INC,Real Estate
CIR,CIRCOR INTERNATIONAL INC,Industrials
KRNY,KEARNY FINANCIAL CORP,Financials
TBPH,THERAVANCE BIOPHARMA INC,Health Care
RGP,RESOURCES CONNECTION INC,Industrials
TERN,TERNS PHARMACEUTICALS INC,Health Care
CFFI,C AND F FINANCIAL CORP,Financials
PLOW,DOUGLAS DYNAMICS INC,Industrials
WOW,WIDEOPENWEST INC,Communication
MBI,MBIA INC,Financials
AVPT,AVEPOINT INC CLASS A,Information Technology
ANIP,ANI PHARMACEUTICALS INC,Health Care
EBMT,EAGLE BANCORP MONTANA INC,Financials
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials
ESMT,ENGAGESMART INC,Information Technology
ALPN,ALPINE IMMUNE SCIENCES INC,Health Care
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology
VBTX,VERITEX HOLDINGS INC,Financials
HZO,MARINEMAX INC,Consumer Discretionary
CTLP,CANTALOUPE INC,Financials
BTAI,BIOXCEL THERAPEUTICS INC,Health Care
ALHC,ALIGNMENT HEALTHCARE INC,Health Care
HONE,HARBORONE BANCORP INC,Financials
SEMR,SEMRUSH HOLDINGS INC CLASS A,Information Technology
COCO,THE VITA COCO COMPANY INC,Consumer Staples
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication
SFBC,SOUND FINANCIAL BANCORP INC,Financials
KBAL,KIMBALL INTERNATIONAL INC CLASS B,Industrials
ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary
EBF,ENNIS INC,Industrials
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials
PCB,PCB BANCORP,Financials
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate
HA,HAWAIIAN HOLDINGS INC,Industrials
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate
SMRT,SMARTRENT INC CLASS A,Information Technology
PLPC,PREFORMED LINE PRODUCTS,Industrials
AMTB,AMERANT BANCORP INC CLASS A,Financials
EVBN,EVANS BANCORP INC,Financials
HCKT,HACKETT GROUP INC,Information Technology
ACHR,ARCHER AVIATION INC CLASS A,Industrials
CLBK,COLUMBIA FINANCIAL INC,Financials
ALKT,ALKAMI TECHNOLOGY INC,Information Technology
OCUL,OCULAR THERAPEUTIX INC,Health Care
STBA,S AND T BANCORP INC,Financials
BY,BYLINE BANCORP INC,Financials
RMNI,RIMINI STREET INC,Information Technology
POWL,POWELL INDUSTRIES INC,Industrials
XMTR,XOMETRY INC CLASS A,Industrials
AMNB,AMERICAN NATIONAL BANKSHARES INC,Financials
MNTK,MONTAUK RENEWABLES INC,Utilities
FATE,FATE THERAPEUTICS INC,Health Care
VSEC,VSE CORP,Industrials
OFLX,OMEGA FLEX INC,Industrials
ACCO,ACCO BRANDS CORP,Industrials
KELYA,KELLY SERVICES INC CLASS A,Industrials
AMPY,AMPLIFY ENERGY CORP,Energy
ANIX,ANIXA BIOSCIENCES INC,Health Care
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary
OSBC,OLD SECOND BANCORP INC,Financials
MRBK,MERIDIAN CORP,Financials
DX,DYNEX CAPITAL REIT INC,Financials
ITOS,ITEOS THERAPEUTICS INC,Health Care
NC,NACCO INDUSTRIES INC CLASS A,Energy
QUOT,QUOTIENT TECHNOLOGY INC,Communication
RTL,NECESSITY RETAIL REIT INC CLASS A,Real Estate
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary
LTRX,LANTRONIX INC,Information Technology
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials
TSE,TRINSEO PLC,Materials
OIS,OIL STATES INTERNATIONAL INC,Energy
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary
LUNG,PULMONX CORP,Health Care
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary
ANAB,ANAPTYSBIO INC,Health Care
KE,KIMBALL ELECTRONICS INC,Information Technology
ALLO,ALLOGENE THERAPEUTICS INC,Health Care
NTGR,NETGEAR INC,Information Technology
AGX,ARGAN INC,Industrials
MSBI,MIDLAND STATES BANCORP INC,Financials
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials
BIGC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials
TWI,TITAN INTERNATIONAL INC,Industrials
AMPL,AMPLITUDE INC CLASS A,Information Technology
NAPA,DUCKHORN PORTFOLIO INC,Consumer Staples
OPOF,OLD POINT FINANCIAL CORP,Financials
CNOB,CONNECTONE BANCORP INC,Financials
JMSB,JOHN MARSHALL BANCORP INC,Financials
CSV,CARRIAGE SERVICES INC,Consumer Discretionary
